ID,geneName,ORF,pfam,organism,fullName,Entrez,EC,uniprot,KO,GO
Q9FG42,At5g37460,At5g37460,DUF577(98|269),Arabidopsis thaliana,Uncharacterized protein,,,Q9FG42,,
Q9FG41,At5g37470,At5g37470,DUF577(100|270),Arabidopsis thaliana,Uncharacterized protein,,,Q9FG41,,
Q8GRX2,At5g37475,At5g37475,,Arabidopsis thaliana,Eukaryotic translation initiation factor 3 subunit J,,,Q8GRX2; A0A178UK37,K03245,GO:0005829; GO:0016282; GO:0033290; GO:0005852; GO:0009506; GO:0009536; GO:0003743; GO:0001732
Q2V328,MPA22,At5g37474,,Arabidopsis thaliana,Defensin-like protein 276,,,Q2V328,,GO:0005576; GO:0050832; GO:0031640
A0A1P8B9D7,At5g37478,At5g37478,TPX2(37|118),Arabidopsis thaliana,TPX2 (Targeting protein for Xklp2) protein family,,,A0A1P8B9D7,,GO:0005737; GO:0005874; GO:0005819; GO:0032147; GO:0060236
Q8RWG7,MPA22.2,At5g37480,,Arabidopsis thaliana,"Maltase-glucoamylase, intestinal protein",,,Q8RWG7,,GO:0016021
AT5G37485,AT5G37485,AT5G37485,,n/a,unknown,,,,,
Q5PNY6,PUB21,At5g37490,U-box(30|104),Arabidopsis thaliana,U-box domain-containing protein 21,,2.3.2.27,Q5PNY6; Q9FGI7,,GO:0004842; GO:0010200
Q94A76,GORK,At5g37500,KHA(740|820),Arabidopsis thaliana,Potassium channel GORK,,,Q94A76; Q9FNY5,K21867,GO:0016021; GO:0005634; GO:0015075; GO:0015271; GO:0006811; GO:0034765; GO:0009737; GO:0009409; GO:0009753; GO:0009414
Q9FGI6,EMB1467,At5g37510,2Fe-2S ferredoxin-type(72|150),Arabidopsis thaliana,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 1, mitochondrial",,7.1.1.2,Q9FGI6; Q940B1,K03934,GO:0009507; GO:0031966; GO:0005747; GO:0005739; GO:0009536; GO:0045271; GO:0051537; GO:0051539; GO:0009055; GO:0046872; GO:0008137; GO:0042773; GO:0009853; GO:0006979
A8MS56,MPA22.7,At5g37530,ThiF(76|323),Arabidopsis thaliana,NAD(P)-binding Rossmann-fold superfamily protein,,,A8MS56,K22132,GO:0016021; GO:0008641
Q9FGI3,MPA22.8,At5g37540,Peptidase A1(80|434),Arabidopsis thaliana,AT5g37540/mpa22_p_70,,,Q9FGI3,,GO:0016021; GO:0004190; GO:0003677; GO:0006508
Q9FGI2,MPA22.10,At5g37550,,Arabidopsis thaliana,At5g37550,,,Q9FGI2,,
Q9FHR3,PCMP-E37,At5g37570,,Arabidopsis thaliana,Putative pentatricopeptide repeat-containing protein At5g37570,,,Q9FHR3,,GO:0043231; GO:0009451
Q6NL09,At5g37590,At5g37590,,Arabidopsis thaliana,At5g37580,,,Q6NL09,,
Q56WN1,GLN1-1,At5g37600,,Arabidopsis thaliana,Glutamine synthetase cytosolic isozyme 1-1,,6.3.1.2,Q56WN1; Q9FHR0,K01915,GO:0005618; GO:0005737; GO:0005829; GO:0022626; GO:0005886; GO:0009506; GO:0009536; GO:0005524; GO:0005507; GO:0004356; GO:0006542; GO:0010150; GO:0042128
Q9FHQ9,K12B20.7,At5g37610,,Arabidopsis thaliana,Putative mitochondrial outer membrane protein porin-like,,,Q9FHQ9,,GO:0005741; GO:0008308
Q9FHQ8,At5g37620,At5g37620,PHD(145|210),Arabidopsis thaliana,CHP-rich zinc finger protein-like,,,Q9FHQ8,,GO:0009506; GO:0046872
F4K790,EMB2656,At5g37630,Cnd3(542|888),Arabidopsis thaliana,ARM repeat superfamily protein,,,F4K790,K06678,GO:0000793; GO:0000796; GO:0009506; GO:0051301; GO:0007076
Q9FHQ6,UBQ9,At5g37640,Ubiquitin-like 1(3|78),Arabidopsis thaliana,Polyubiquitin 9,,,Q9FHQ6,K08770,GO:0005618; GO:0005737; GO:0005730; GO:0005634; GO:0009536; GO:0005774; GO:0031386; GO:0031625; GO:0019941; GO:0016567; GO:0006511
Q0WPN8,PDLP7,At5g37660,Gnk2-homologous 1(35|139),Arabidopsis thaliana,Plasmodesmata-located protein 7,,,Q0WPN8; Q501A0; Q9FHQ4,,GO:0016021; GO:0005886; GO:0009506; GO:0016032
Q9FHQ3,HSP15.7,At5g37670,sHSP(15|134),Arabidopsis thaliana,"15.7 kDa heat shock protein, peroxisomal",,,Q9FHQ3,K13993,GO:0005782; GO:0043621; GO:0051082; GO:0071456; GO:0051259; GO:0006457; GO:0009408; GO:0042542; GO:0000302; GO:0009651
Q8W4C8,ARL8C,At5g37680,,Arabidopsis thaliana,ADP-ribosylation factor-like protein 8c,,,Q8W4C8; Q9FHQ2,K07955,GO:0031902; GO:0005765; GO:0009536; GO:0005819; GO:0005774; GO:0005525; GO:0007049; GO:0051301; GO:0007059; GO:0051607
Q9FHQ1,At5g37690,At5g37690,,Arabidopsis thaliana,GDSL esterase/lipase At5g37690,,3.1.1.-,Q9FHQ1; Q8LF30,,GO:0005576; GO:0016788; GO:0016042
F4K8L2,At5g37710,At5g37710,Lipase3_N(7|73),Arabidopsis thaliana,Alpha/beta-Hydrolases superfamily protein,,,F4K8L2,,GO:0005886; GO:0016787; GO:0016042
A0A1P8BGL3,At5g37715,At5g37715,,Arabidopsis thaliana,Uncharacterized protein,,,A0A1P8BGL3,,
Q6NQ72,ALY4,At5g37720,RRM(93|170),Arabidopsis thaliana,THO complex subunit 4D,,,Q6NQ72; Q9FHP9; Q9LF76,K12881,GO:0005730; GO:0005654; GO:0003729; GO:0006952; GO:0051028
Q9FHP8,At5g37730,At5g37730,,Arabidopsis thaliana,Gb|AAC00605.1,,,Q9FHP8,,
Q9FHP6,CAR1,At5g37740,C2(1|104),Arabidopsis thaliana,Protein C2-DOMAIN ABA-RELATED 1,,,Q9FHP6; C0Z2Y5,,GO:0005634; GO:0005886; GO:0005509; GO:0005096; GO:0008289; GO:0005543; GO:0042803; GO:0043621; GO:0009738; GO:0009789; GO:0043547
F4K8L8,At5g37750,At5g37750,J(70|134),Arabidopsis thaliana,Chaperone DnaJ-domain superfamily protein,,,F4K8L8,,
F4K8L9,At5g37760,At5g37760,J(102|167),Arabidopsis thaliana,Chaperone DnaJ-domain superfamily protein,,,F4K8L9,,
P25070,TCH2,At5g37770,EF-hand 1(13|48),Arabidopsis thaliana,Calcium-binding protein CML24,,,P25070; O22592; Q1ECM5,K13448,GO:0005886; GO:0005509; GO:0045087; GO:0048574; GO:0009909; GO:0080164; GO:0009737; GO:0009646; GO:0009733; GO:0051592; GO:0009409; GO:0009408; GO:0042542; GO:0009612; GO:0010038
P0DH95,CAM1,At5g37780,EF-hand 1(8|43),Arabidopsis thaliana,Calmodulin-1,,,P0DH95; P25854; Q03510; Q9FJ05,K02183,GO:0005737; GO:0005886; GO:0005509; GO:0019722
AT5G05515,AT5G05515,AT5G05515,,n/a,unknown,,,,,
Q8LGB4,K22F20.5,At5g37790,Protein kinase(211|499),Arabidopsis thaliana,Protein kinase superfamily protein,,,Q8LGB4,,GO:0005886; GO:0005524; GO:0004672; GO:0006468
A0A1P8BF78,At5g37793,At5g37793,,Arabidopsis thaliana,Uncharacterized protein,,,A0A1P8BF78,,
AT5G05525,AT5G05525,AT5G05525,,n/a,unknown,,,,,
Q9FJ00,RSL1,At5g37800,bHLH(207|256),Arabidopsis thaliana,Putative transcription factor bHLH086,,,Q9FJ00,,GO:0005634; GO:0003677; GO:0001228; GO:0003700; GO:0046983; GO:0006355
Q8W036,NLM5,At5g37820,,Arabidopsis thaliana,Probable aquaporin NIP4-2,,,Q8W036; Q9FIZ8,K09874,GO:0016021; GO:0015267
Q9FIZ7,OXP1,At5g37830,,Arabidopsis thaliana,5-oxoprolinase,,3.5.2.9,Q9FIZ7; Q0WQ06,K01469,GO:0005737; GO:0005829; GO:0009506; GO:0009536; GO:0017168; GO:0005524; GO:0006751; GO:0006749
Q6NL13,At5g37840,At5g37840,,Arabidopsis thaliana,At5g37840,,,Q6NL13,,GO:0005886
Q8W1X2,PK,At5g37850,,Arabidopsis thaliana,Pyridoxal kinase,,2.7.1.35,Q8W1X2; Q94EN4; Q9FKE1,K00868,GO:0009507; GO:0005829; GO:0009536; GO:0005524; GO:0046872; GO:0008478; GO:0042538; GO:0009443; GO:0008615; GO:0010054
Q4PSD8,K18L3.3,At5g37860,HMA(10|73),Arabidopsis thaliana,Copper-binding family protein,,,Q4PSD8,,GO:0046872; GO:0030001
AT5G05555,AT5G05555,AT5G05555,,n/a,unknown,,,,,
Q9FKD9,K18L3.4,At5g37870,,Arabidopsis thaliana,Putative E3 ubiquitin-protein ligase SINA-like 6,,2.3.2.27,Q9FKD9,K04506,GO:0005737; GO:0042025; GO:0061630; GO:0008270; GO:0007275; GO:0006511
Q9FKD7,K18L3.9,At5g37890,,Arabidopsis thaliana,E3 ubiquitin-protein ligase SINA-like 7,,2.3.2.27,Q9FKD7,K04506,GO:0042025; GO:0061630; GO:0008270; GO:0007275; GO:0009411; GO:0006511
Q84K34,K18L3.13,At5g37930,,Arabidopsis thaliana,E3 ubiquitin-protein ligase SINA-like 10,,2.3.2.27,Q84K34; Q9FKD3,K04506,GO:0042025; GO:0016740; GO:0008270; GO:0007275; GO:0016567; GO:0006511
Q9FKD2,At5g37940,At5g37940,PKS_ER(26|348),Arabidopsis thaliana,AT5g37940/K18L3_100,,,Q9FKD2,K08070,GO:0032440; GO:0006979
Q9FKD1,At5g37950,At5g37950,,Arabidopsis thaliana,Glucosyltransferase-like protein,,,Q9FKD1,,GO:0080043; GO:0080044
F4K8P3,At5g37960,At5g37960,,Arabidopsis thaliana,GroES-like family protein,,,F4K8P3,,GO:0032440; GO:0006979
A0A178ULU1,At5g37980,At5g37980,PKS_ER(26|348),Arabidopsis thaliana,PKS_ER domain-containing protein,,,A0A178ULU1,K08070,GO:0016491
Q9FKC8,At5g37990,At5g37990,,Arabidopsis thaliana,Probable S-adenosylmethionine-dependent methyltransferase At5g37990,,2.1.1.-,Q9FKC8; F4K8P6,,GO:0046872; GO:0008757; GO:0032259
Q9LTB4,K19A23.1,At5g38000,PKS_ER(26|348),Arabidopsis thaliana,At5g38000,,,Q9LTB4,,GO:0032440; GO:0006979
AT5G38005,AT5G38005,AT5G38005,,n/a,unknown,,,,,
Q9LS21,UGT76E9,At5g38010,,Arabidopsis thaliana,UDP-glycosyltransferase 76E9,,2.4.1.-,Q9LS21; Q0WVP7,,GO:0080043; GO:0080044
A0A1P8BCV7,At5g38020,At5g38020,,Arabidopsis thaliana,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,,,A0A1P8BCV7,,GO:0008168; GO:0032259
Q9LS19,DTX30,At5g38030,,Arabidopsis thaliana,Protein DETOXIFICATION 30,,,Q9LS19,K03327,GO:0016021; GO:0016020; GO:0005886; GO:0005774; GO:0015297; GO:0022857; GO:0042910; GO:0010252; GO:0009624
Q9LS16,UGT76E7,At5g38040,,Arabidopsis thaliana,UDP-glycosyltransferase 76E7,,2.4.1.-,Q9LS16,,GO:0080043; GO:0080044
Q9LS15,F16F17.7,At5g38050,EAF(18|120),Arabidopsis thaliana,Gb|AAF26010.1,,,Q9LS15,K15186,GO:0032783; GO:0003746; GO:0006355
Q58FT9,At5g38060,At5g38060,,Arabidopsis thaliana,Carboxypeptidase,,,Q58FT9,,GO:0009507; GO:0004180
Q9LS14,F16F17.8,At5g38070,RING-CH-type(46|106),Arabidopsis thaliana,At5g38070,,,Q9LS14,,GO:0016021; GO:0016020; GO:0004842; GO:0008270; GO:0016567
Q9LS13,F16F17.9,At5g38080,,Arabidopsis thaliana,Transmembrane protein,,,Q9LS13,,GO:0016021
Q9LS10,At5g38100,At5g38100,,Arabidopsis thaliana,Probable S-adenosylmethionine-dependent methyltransferase At5g38100,,2.1.1.-,Q9LS10; Q0WQ18,,GO:0046872; GO:0008757; GO:0032259
Q9LS09,SGA1,At5g38110,,Arabidopsis thaliana,Histone chaperone ASF1B,,,Q9LS09,K10753,GO:0005737; GO:0000790; GO:0005634; GO:0042393; GO:0051301; GO:0009294; GO:0006335; GO:0006336; GO:0000724; GO:0031567; GO:0008361; GO:0010091
Q58CM8,NFYC10,At5g38140,,Arabidopsis thaliana,Nuclear transcription factor Y subunit C-10,,,Q58CM8; Q9FF42,,GO:0005634; GO:0003700; GO:0046982; GO:0000978; GO:0006355
Q9FF41,PMI15,At5g38150,,Arabidopsis thaliana,Protein PLASTID MOVEMENT IMPAIRED 15,,,Q9FF41,,GO:0005829; GO:0009904; GO:0009903; GO:0009637
F4KA42,MXA21.14,At5g38190,,Arabidopsis thaliana,Myosin heavy chain-like protein,,,F4KA42,,
A0A178UFU2,C24_LOCUS23809,AXX17_At5g35410,Glutamine amidotransferase type-1(30|293),Arabidopsis thaliana,Glutamine amidotransferase type-1 domain-containing protein,,,A0A178UFU2,,GO:0016787; GO:0006541
AT5G38212,AT5G38212,AT5G38212,,n/a,unknown,,,,,
Q8VYG0,LRK10L3,At5g38210,Protein kinase(358|633),Arabidopsis thaliana,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.3,,2.7.11.1,Q8VYG0; Q9FF35,,GO:0016021; GO:0005886; GO:0005524; GO:0016301; GO:0030247; GO:0004674; GO:0016310; GO:0046777
Q9FF34,MXA21.9,At5g38220,Hydrolase_4(64|173),Arabidopsis thaliana,Alpha/beta-Hydrolases superfamily protein,,,Q9FF34,K01076,GO:0016787
AT5G05645,AT5G05645,AT5G05645,,n/a,unknown,,,,,
F4KA50,MXA21.7,At5g38240,Protein kinase(317|599),Arabidopsis thaliana,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.2,,2.7.11.1,F4KA50; Q9FF33,,GO:0016021; GO:0005524; GO:0030247; GO:0004674
F4KA51,MXA21.6,At5g38250,Protein kinase(314|596),Arabidopsis thaliana,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.3,,2.7.11.1,F4KA51; Q9FF32,,GO:0016021; GO:0005524; GO:0030247; GO:0004674
Q9FF30,MXA21.4,At5g38270,F-box(20|67),Arabidopsis thaliana,Putative F-box protein At5g38270,,,Q9FF30,,
Q9FF29,PR5K,At5g38280,Protein kinase(331|620),Arabidopsis thaliana,PR5-like receptor kinase,,2.7.11.1,Q9FF29; Q38925,,GO:0016021; GO:0009506; GO:0005524; GO:0004672; GO:0004675; GO:0009620
Q9FKN4,CRS2A,At5g38290,,Arabidopsis thaliana,"Chloroplastic group IIB intron splicing facilitator CRS2-A, chloroplastic",,,Q9FKN4; Q8GX67,K01056,GO:0009570; GO:0004045; GO:0006397; GO:0008380
Q9FKN3,At5g38300,At5g38300,,Arabidopsis thaliana,Uncharacterized protein,,,Q9FKN3,,
Q9FKN2,MSI17.4,At5g38310,,Arabidopsis thaliana,Uncharacterized protein,,,Q9FKN2,,
AT5G05695,AT5G05695,AT5G05695,,n/a,unknown,,,,,
B3H5W1,MSI17.5,At5g38320,,Arabidopsis thaliana,Uncharacterized protein,,,B3H5W1,,
AT5G05705,AT5G05705,AT5G05705,,n/a,unknown,,,,,
Q9FKM9,MSI17.60,At5g38340,TIR(55|193),Arabidopsis thaliana,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase,,3.2.2.6,Q9FKM9,,GO:0016021; GO:0043531; GO:0050135; GO:0061809; GO:0006952; GO:0007165
Q9FKM8,At5g38344,At5g38344,TIR(58|196),Arabidopsis thaliana,Similarity to disease resistance protein,,,Q9FKM8,,GO:0016021; GO:0007165
Q9FF28,MXI10.1,At5g38350,NB-ARC(41|268),Arabidopsis thaliana,Disease resistance protein (NBS-LRR class) family,,,Q9FF28,,GO:0043531
A0A1P8BA71,MXI10.2,At5g38360,AB hydrolase-1(69|191),Arabidopsis thaliana,Alpha/beta-Hydrolases superfamily protein,,,A0A1P8BA71,,GO:0016787
F4KA71,MXI10.5,At5g38380,,Arabidopsis thaliana,Zinc transporter,,,F4KA71,,GO:0016021
Q3E8L5,MXI10,At5g38386,F-box(1|47),Arabidopsis thaliana,Putative F-box/LRR-repeat protein At5g38386,,,Q3E8L5,,
P10798,ATS3B,At5g38410,,Arabidopsis thaliana,"Ribulose bisphosphate carboxylase small chain 3B, chloroplastic",,4.1.1.39,P10798; Q9FF21,K01602,GO:0009507; GO:0004497; GO:0019904; GO:0016984; GO:0009853; GO:0019253
AT5G05745,AT5G05745,AT5G05745,,n/a,unknown,,,,,
P10797,ATS2B,At5g38420,,Arabidopsis thaliana,"Ribulose bisphosphate carboxylase small chain 2B, chloroplastic",,4.1.1.39,P10797; Q9FF20,K01602,GO:0048046; GO:0009507; GO:0009941; GO:0009570; GO:0022626; GO:0009536; GO:0009579; GO:0004497; GO:0019904; GO:0016984; GO:0009853; GO:0019253
P10796,ATS1B,At5g38430,,Arabidopsis thaliana,"Ribulose bisphosphate carboxylase small chain 1B, chloroplastic",,4.1.1.39,P10796,K01602,GO:0048046; GO:0009507; GO:0009941; GO:0031969; GO:0009570; GO:0009536; GO:0009579; GO:0004497; GO:0019904; GO:0016984; GO:0009853; GO:0019253
Q9FF18,CYP735A1,At5g38450,,Arabidopsis thaliana,Cytokinin hydroxylase,,1.14.13.-,Q9FF18,K10717,GO:0016021; GO:0099503; GO:0020037; GO:0005506; GO:0004497; GO:0016705; GO:0033466
Q9FF17,MXI10.19,At5g38460,,Arabidopsis thaliana,"Probable dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase",,2.4.1.267,Q9FF17,K03848,GO:0005789; GO:0016021; GO:0042281; GO:0006488; GO:0006490; GO:0006487
Q84L30,RAD23,At5g38470,Ubiquitin-like(1|78),Arabidopsis thaliana,Ubiquitin receptor RAD23d,,,Q84L30; Q94C35; Q9FF16,K10839,GO:0005737; GO:0005829; GO:0042025; GO:0005654; GO:0005634; GO:0009536; GO:0003684; GO:0031593; GO:0070628; GO:0043130; GO:0006289; GO:0043161; GO:0009409
P42644,GRF3,At5g38480,,Arabidopsis thaliana,14-3-3-like protein GF14 psi,,,P42644; F4KBI7; Q945L2,K06630,GO:0005618; GO:0009507; GO:0005737; GO:0005829; GO:0005794; GO:0005739; GO:0005634; GO:0005886; GO:0009506; GO:0009536; GO:0005773; GO:0005524; GO:0006995; GO:0016036; GO:0051365; GO:0009631; GO:0009873; GO:0019222; GO:0009409; GO:0050826
Q9FFX2,MBB18.2,At5g38490,,Arabidopsis thaliana,B3 domain-containing protein At5g38490,,,Q9FFX2,,GO:0005634; GO:0003677
AT5G05765,AT5G05765,AT5G05765,,n/a,unknown,,,,,
Q9FFX0,RBL9,At5g38510,,Arabidopsis thaliana,"RHOMBOID-like protein 9, chloroplastic",,3.4.21.-,Q9FFX0,,GO:0031969; GO:0016021; GO:0005743; GO:0005739; GO:0004252; GO:0010821
Q9FFW9,MBB18.5,At5g38520,AB hydrolase-1(93|350),Arabidopsis thaliana,Alpha/beta-Hydrolases superfamily protein,,,Q9FFW9,,GO:0016787
Q9FFW8,MBB18.6,At5g38530,PALP(131|468),Arabidopsis thaliana,Tryptophan synthase,,4.2.1.20,Q9FFW8,K06001,GO:0005829; GO:0052684; GO:0042803; GO:0030170; GO:0004834; GO:0000162
Q9FFW7,JAL43,At5g38540,Jacalin-type lectin 1(1|96),Arabidopsis thaliana,Jacalin-related lectin 43,,,Q9FFW7,,GO:0030246
Q9FFW6,JAL44,At5g38550,Jacalin-type lectin 1(2|148),Arabidopsis thaliana,Jacalin-related lectin 44,,,Q9FFW6,,GO:0030246
Q9FFW5,PERK8,At5g38560,Protein kinase(339|617),Arabidopsis thaliana,Proline-rich receptor-like protein kinase PERK8,,2.7.11.1,Q9FFW5,,GO:0016021; GO:0005886; GO:0005524; GO:0019901; GO:0004674; GO:0006468
Q3E8L3,MBB18,At5g38565,F-box(1|47),Arabidopsis thaliana,Probable FBD-associated F-box protein At5g38565,,,Q3E8L3; Q0WVF3,,
Q9FFW2,MBB18.14,At5g38590,F-box(1|47),Arabidopsis thaliana,FBD-associated F-box protein At5g38590,,,Q9FFW2; Q7XA75,,GO:0005777
Q93YW4,MBB18.15,At5g38600,CCHC-type(242|258),Arabidopsis thaliana,Proline-rich spliceosome-associated (PSP) family protein / zinc knuckle (CCHC-type) family protein,,,Q93YW4,,GO:0005654; GO:0003676; GO:0008270
Q9FFW0,MBB18.16,At5g38610,PMEI(21|186),Arabidopsis thaliana,At5g38610,,,Q9FFW0,,GO:0030599; GO:0046910
Q9FFV9,MBB18.17,At5g38620,MADS-box(4|49),Arabidopsis thaliana,MADS-box protein AGL73,,,Q9FFV9,,GO:0005634; GO:0000987; GO:0003700; GO:0000981; GO:0046983; GO:0000977; GO:0043565; GO:0008134; GO:0000976; GO:0045944
Q9SWS1,CYB-1,At5g38630,Cytochrome b561(14|218),Arabidopsis thaliana,Probable transmembrane ascorbate ferrireductase 2,,7.2.1.3,Q9SWS1; Q42137,K08360,GO:0005794; GO:0016021; GO:0046872; GO:0016491
Q9FFV8,MBB18.19,At5g38640,,Arabidopsis thaliana,At5g38640,,,Q9FFV8,K03680,GO:0016740; GO:0044237
Q2HIR7,APE1,At5g38660,,Arabidopsis thaliana,Acclimation of photosynthesis to environment,,,Q2HIR7; A0A178US93,,GO:0009507; GO:0009941; GO:0009534; GO:0009535; GO:0016021; GO:0009536
Q9FFV4,MBB18.23,At5g38680,F-box(14|61),Arabidopsis thaliana,Putative F-box/kelch-repeat protein At5g38680,,,Q9FFV4,,
Q67XT1,At5g38690,At5g38690,zf-4CXXC_R1(25|123),Arabidopsis thaliana,Uncharacterized protein At5g38690,,,Q67XT1,,GO:0005737; GO:0005634; GO:0006355
Q570M0,MBB18.26,At5g38700,,Arabidopsis thaliana,Cotton fiber protein,,,Q570M0,,
Q6NKX1,POX2,At5g38710,,Arabidopsis thaliana,"Proline dehydrogenase 2, mitochondrial",,1.5.5.2,Q6NKX1; Q9FKR5,K00318,GO:0005739; GO:0071949; GO:0004657; GO:0006562; GO:0010133; GO:0006970; GO:0009414
Q8GYF9,MKD10.4,At5g38720,RRP7(184|306),Arabidopsis thaliana,Ribosomal RNA-processing 7 protein,,,Q8GYF9,,GO:0005730; GO:0000028; GO:0006364
Q9FKR3,MKD10.5,At5g38730,,Arabidopsis thaliana,Pentatricopeptide repeat-containing protein At5g38730,,,Q9FKR3,,
Q9FKR2,AGL77,At5g38740,MADS-box(27|69),Arabidopsis thaliana,AGAMOUS-like 77,,,Q9FKR2,,GO:0005634; GO:0000987; GO:0003700; GO:0000981; GO:0046983; GO:0000977; GO:0043565; GO:0008134; GO:0000976; GO:0045944
AT5G05785,AT5G05785,AT5G05785,,n/a,unknown,,,,,
A0A1P8BHB4,At5g38743,At5g38743,,Arabidopsis thaliana,Uncharacterized protein,,,A0A1P8BHB4,,
AT5G05805,AT5G05805,AT5G05805,,n/a,unknown,,,,,
A0A1P8BHB2,At5g38747,At5g38747,,Arabidopsis thaliana,Uncharacterized protein,,,A0A1P8BHB2,,
AT5G05815,AT5G05815,AT5G05815,,n/a,unknown,,,,,
F4KBM0,MKD10.8,At5g38750,,Arabidopsis thaliana,Asparaginyl-tRNA synthetase family,,,F4KBM0,,GO:0004812
Q3E8L0,GDU7,At5g38770,,Arabidopsis thaliana,Protein GLUTAMINE DUMPER 7,,,Q3E8L0; A0MFK2,,GO:0016021; GO:0006865; GO:0080143
Q9FKR0,MKD10.80,At5g38780,,Arabidopsis thaliana,Probable S-adenosylmethionine-dependent methyltransferase At5g38780,,2.1.1.-,Q9FKR0,,GO:0046872; GO:0008757; GO:0032259
AT5G05845,AT5G05845,AT5G05845,,n/a,unknown,,,,,
Q9FKQ9,SOFL4,At5g38790,,Arabidopsis thaliana,Protein SOB FIVE-LIKE 4,,,Q9FKQ9,,GO:0005737; GO:0005634; GO:0009691; GO:0009690; GO:0009736
Q9FMC2,BZIP43,At5g38800,bZIP(70|133),Arabidopsis thaliana,Basic leucine zipper 43,,,Q9FMC2; Q84WS3,,GO:0005634; GO:0003677; GO:0003700
Q9FMC1,K15E6.2,At5g38810,F-box(4|53),Arabidopsis thaliana,Putative F-box protein At5g38810,,,Q9FMC1; F4KBM6,,
F4KBM7,AVT6B,At5g38820,,Arabidopsis thaliana,Amino acid transporter AVT6B,,,F4KBM7; Q9FMC0,K14207,GO:0016021; GO:0015171; GO:0003333
B3LFA4,K15E6.4,At5g38830,,Arabidopsis thaliana,"Cysteine--tRNA ligase 2, cytoplasmic",,6.1.1.16,B3LFA4; Q9FMB9,K01883,GO:0005737; GO:0005829; GO:0005524; GO:0004817; GO:0046872; GO:0006423; GO:0046686
Q0WW94,K15E6.5,At5g38840,FHA(125|175),Arabidopsis thaliana,Kanadaptin-like protein,,,Q0WW94,,GO:0003729
Q8RWB2,At5g38850,At5g38850,TIR(1|132),Arabidopsis thaliana,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase,,3.2.2.6,Q8RWB2,,GO:0043531; GO:0050135; GO:0061809; GO:0006952; GO:0007165
Q9FMB6,BIM3,At5g38860,bHLH(33|85),Arabidopsis thaliana,Transcription factor BIM3,,,Q9FMB6; B4F7P8,,GO:0005634; GO:0003677; GO:0003700; GO:0046983; GO:0006355; GO:0006351
A0A1P8BAZ7,At5g38865,At5g38865,,Arabidopsis thaliana,Uncharacterized protein,,,A0A1P8BAZ7,,
Q9FMB4,AUG5,At5g38880,,Arabidopsis thaliana,AUGMIN subunit 5,,,Q9FMB4; Q570F2; Q7XYR0,,GO:0070652; GO:0009524; GO:0005876; GO:0051011; GO:0051301; GO:0051225
A2RVT9,K15E6.10,At5g38890,S1 motif(70|149),Arabidopsis thaliana,AT5G38890 protein,,,A2RVT9,K07573,GO:0005737; GO:0000176; GO:0009536; GO:0003723; GO:0006396
Q94C65,At5g38895,At5g38895,RING-type(169|209),Arabidopsis thaliana,RING/U-box superfamily protein,,,Q94C65,,
A0A1P8BCR2,K15E6.80,At5g38900,DSBA(34|231),Arabidopsis thaliana,Thioredoxin superfamily protein,,,A0A1P8BCR2,,GO:0015035
Q9FMB0,K15E6.14,At5g38910,Cupin type-1(63|213),Arabidopsis thaliana,Putative germin-like protein subfamily 1 member 9,,,Q9FMB0,,GO:0048046; GO:0005618; GO:0030145; GO:0045735
F4KCZ1,K15E6.15,At5g38920,RNase H(66|167),Arabidopsis thaliana,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein",,,F4KCZ1,,GO:0003676; GO:0004523; GO:0016740
Q9FMA9,K15E6.16,At5g38930,Cupin type-1(65|215),Arabidopsis thaliana,Germin-like protein subfamily 1 member 10,,,Q9FMA9,,GO:0048046; GO:0005618; GO:0030145; GO:0045735
Q9FMA8,K15E6.18,At5g38940,Cupin type-1(65|215),Arabidopsis thaliana,Germin-like protein subfamily 1 member 11,,,Q9FMA8; Q52K86,,GO:0048046; GO:0005618; GO:0030145; GO:0045735
Q9FMA5,BR6OX1,At5g38970,,Arabidopsis thaliana,Cytochrome P450 85A1,,1.14.-.-,Q9FMA5,K09590,GO:0016021; GO:0020037; GO:0005506; GO:0004497; GO:0016491; GO:0016705; GO:0016132; GO:0010268; GO:0007275; GO:0055114; GO:0016125
Q8GXY9,At5g38980,At5g38980,,Arabidopsis thaliana,At5g38980,,,Q8GXY9,,GO:0016021; GO:0009536
Q9FID9,At5g38990,At5g38990,Protein kinase(525|810),Arabidopsis thaliana,Probable receptor-like protein kinase At5g38990,,2.7.11.-,Q9FID9; Q8RWQ0,,GO:0016021; GO:0005886; GO:0009506; GO:0009536; GO:0005524; GO:0004672; GO:0004674; GO:0046777; GO:0010038
